timestamp,stationId,timeDiff
1480550460,1,140.0
1480550460,2,270.0
1480550460,3,160.0
1480550460,4,200.0
1480550460,5,240.0
1480550460,6,108.0
1480550460,7,111.42857142857143
1480550460,8,216.0
1480550460,9,264.0
1480550460,10,228.0
1480550460,11,180.0
1480550460,12,132.0
1480550460,13,80.0
1480550460,14,350.0
1480550460,15,144.0
1480550460,16,204.0
1480550460,17,132.0
1480550460,18,390.0
1480550460,19,210.0
1480550460,20,360.0
1480550460,21,180.0
1480550460,22,210.0
1480550460,23,320.0
1480550460,24,220.0
1480550460,25,200.0
1480550460,26,252.0
1480550460,27,360.0
1480550460,28,330.0
1480550460,29,240.0
1480550460,32,585.0
1480550460,33,525.0
1480550460,34,140.0
1480550460,35,525.0
1480550460,36,700.0
1480550460,37,120.0
1480550460,38,825.0
1480550460,39,660.0
1480550460,40,330.0
1480550460,41,660.0
1480550460,43,735.0
1480550460,44,300.0
1480550460,46,240.0
1480550460,48,130.0
1480550460,49,77.14285714285714
1480550460,50,130.0
1480550460,51,160.0
1480550460,52,160.0
1480550460,53,160.0
1480550460,54,160.0
1480550460,55,110.0
1480550460,56,72.0
1480550460,57,110.0
1480550460,58,96.0
1480550460,59,150.0
1480550460,60,170.0
1480550460,61,240.0
1480554060,1,260.0
1480554060,2,350.0
1480554060,3,260.0
1480554060,4,250.0
1480554060,5,370.0
1480554060,6,320.0
1480554060,7,96.0
1480554060,8,360.0
1480554060,9,450.0
1480554060,10,380.0
1480554060,11,96.0
1480554060,12,77.14285714285714
1480554060,13,42.857142857142854
1480554060,14,460.0
1480554060,15,200.0
1480554060,16,320.0
1480554060,17,160.0
1480554060,18,315.0
1480554060,19,405.0
1480554060,20,465.0
1480554060,21,330.0
1480554060,22,320.0
1480554060,23,75.0
1480554060,24,140.0
1480554060,25,360.0
1480554060,26,450.0
1480554060,27,180.0
1480554060,28,204.0
1480554060,29,120.0
1480554060,32,270.0
1480554060,33,420.0
1480554060,34,150.0
1480554060,35,390.0
1480554060,36,360.0
1480554060,37,120.0
1480554060,38,630.0
1480554060,39,120.0
1480554060,40,120.0
1480554060,41,330.0
1480554060,43,690.0
1480554060,44,290.0
1480554060,46,250.0
1480554060,48,180.0
1480554060,49,180.0
1480554060,50,170.0
1480554060,51,180.0
1480554060,52,162.85714285714286
1480554060,53,162.85714285714286
1480554060,54,162.85714285714286
1480554060,55,171.42857142857142
1480554060,56,230.0
1480554060,57,180.0
1480554060,58,171.42857142857142
1480554060,59,180.0
1480554060,60,200.0
1480554060,61,156.0
1480557660,1,270.0
1480557660,2,360.0
1480557660,3,310.0
1480557660,4,380.0
1480557660,5,530.0
1480557660,6,140.0
1480557660,7,60.0
1480557660,8,370.0
1480557660,9,560.0
1480557660,10,350.0
1480557660,11,150.0
1480557660,12,100.0
1480557660,13,110.0
1480557660,14,610.0
1480557660,15,150.0
1480557660,16,310.0
1480557660,17,210.0
1480557660,18,380.0
1480557660,19,460.0
1480557660,20,420.0
1480557660,21,380.0
1480557660,22,460.0
1480557660,23,240.0
1480557660,24,60.0
1480557660,25,240.0
1480557660,26,260.0
1480557660,27,300.0
1480557660,28,345.0
1480557660,29,140.0
1480557660,32,390.0
1480557660,33,270.0
1480557660,34,90.0
1480557660,35,270.0
1480557660,36,540.0
1480557660,37,90.0
1480557660,38,510.0
1480557660,39,60.0
1480557660,40,60.0
1480557660,41,570.0
1480557660,43,720.0
1480557660,44,400.0
1480557660,46,360.0
1480557660,48,210.0
1480557660,49,140.0
1480557660,50,170.0
1480557660,51,180.0
1480557660,52,216.0
1480557660,53,180.0
1480557660,54,204.0
1480557660,55,192.0
1480557660,56,160.0
1480557660,57,192.0
1480557660,58,192.0
1480557660,59,192.0
1480557660,60,180.0
1480557660,61,162.85714285714286
1480561260,1,264.0
1480561260,2,288.0
1480561260,3,168.0
1480561260,4,180.0
1480561260,5,396.0
1480561260,6,264.0
1480561260,7,120.0
1480561260,8,396.0
1480561260,9,432.0
1480561260,10,460.0
1480561260,11,168.0
1480561260,12,192.0
1480561260,13,180.0
1480561260,14,444.0
1480561260,15,492.0
1480561260,16,228.0
1480561260,17,120.0
1480561260,18,345.0
1480561260,19,390.0
1480561260,20,615.0
1480561260,21,195.0
1480561260,22,390.0
1480561260,23,260.0
1480561260,24,200.0
1480561260,25,150.0
1480561260,26,468.0
1480561260,27,168.0
1480561260,28,168.0
1480561260,29,225.0
1480561260,32,260.0
1480561260,33,220.0
1480561260,34,120.0
1480561260,35,160.0
1480561260,36,400.0
1480561260,37,100.0
1480561260,38,720.0
1480561260,39,120.0
1480561260,40,100.0
1480561260,41,200.0
1480561260,43,600.0
1480561260,44,340.0
1480561260,46,300.0
1480561260,48,210.0
1480561260,49,160.0
1480561260,50,190.0
1480561260,51,190.0
1480561260,52,180.0
1480561260,53,180.0
1480561260,54,200.0
1480561260,55,210.0
1480561260,56,210.0
1480561260,57,210.0
1480561260,58,230.0
1480561260,59,240.0
1480561260,60,210.0
1480561260,61,150.0
1480564860,1,300.0
1480564860,2,495.0
1480564860,3,300.0
1480564860,4,340.0
1480564860,5,480.0
1480564860,6,330.0
1480564860,7,165.0
1480564860,8,345.0
1480564860,9,580.0
1480564860,11,150.0
1480564860,12,180.0
1480564860,13,240.0
1480564860,14,525.0
1480564860,15,225.0
1480564860,16,456.0
1480564860,17,168.0
1480564860,18,280.0
1480564860,19,240.0
1480564860,20,280.0
1480564860,21,240.0
1480564860,22,220.0
1480564860,23,135.0
1480564860,24,120.0
1480564860,25,300.0
1480564860,26,400.0
1480564860,27,300.0
1480564860,28,200.0
1480564860,29,260.0
1480564860,32,570.0
1480564860,33,240.0
1480564860,34,180.0
1480564860,35,240.0
1480564860,36,990.0
1480564860,37,60.0
1480564860,38,690.0
1480564860,39,90.0
1480564860,40,60.0
1480564860,41,390.0
1480564860,43,540.0
1480564860,44,280.0
1480564860,46,310.0
1480564860,48,240.0
1480564860,49,140.0
1480564860,50,180.0
1480564860,51,170.0
1480564860,52,170.0
1480564860,53,170.0
1480564860,54,170.0
1480564860,55,180.0
1480564860,56,160.0
1480564860,57,170.0
1480564860,58,190.0
1480564860,59,160.0
1480564860,60,160.0
1480564860,61,170.0
1480568460,1,276.0
1480568460,2,552.0
1480568460,3,276.0
1480568460,4,330.0
1480568460,5,720.0
1480568460,6,360.0
1480568460,7,192.0
1480568460,8,372.0
1480568460,9,396.0
1480568460,11,75.0
1480568460,12,165.0
1480568460,13,120.0
1480568460,14,660.0
1480568460,15,210.0
1480568460,16,510.0
1480568460,17,100.0
1480568460,18,360.0
1480568460,19,444.0
1480568460,20,516.0
1480568460,21,384.0
1480568460,22,465.0
1480568460,23,348.0
1480568460,24,180.0
1480568460,25,360.0
1480568460,26,315.0
1480568460,27,220.0
1480568460,28,330.0
1480568460,29,132.0
1480568460,32,100.0
1480568460,33,140.0
1480568460,34,200.0
1480568460,35,160.0
1480568460,36,140.0
1480568460,37,100.0
1480568460,38,700.0
1480568460,39,140.0
1480568460,40,40.0
1480568460,41,160.0
1480568460,43,660.0
1480568460,44,460.0
1480568460,46,360.0
1480568460,48,110.0
1480568460,49,102.85714285714286
1480568460,50,140.0
1480568460,51,360.0
1480568460,52,360.0
1480568460,53,370.0
1480568460,54,350.0
1480568460,55,370.0
1480568460,56,370.0
1480568460,57,380.0
1480568460,58,390.0
1480568460,59,370.0
1480568460,60,380.0
1480568460,61,80.0
1480572060,1,312.0
1480572060,2,444.0
1480572060,3,348.0
1480572060,4,300.0
1480572060,5,492.0
1480572060,6,345.0
1480572060,7,180.0
1480572060,8,480.0
1480572060,9,525.0
1480572060,11,144.0
1480572060,12,168.0
1480572060,13,168.0
1480572060,14,480.0
1480572060,15,195.0
1480572060,16,408.0
1480572060,17,180.0
1480572060,18,285.0
1480572060,19,510.0
1480572060,20,435.0
1480572060,21,345.0
1480572060,22,495.0
1480572060,23,135.0
1480572060,24,220.0
1480572060,25,140.0
1480572060,26,390.0
1480572060,27,210.0
1480572060,28,240.0
1480572060,29,150.0
1480572060,32,200.0
1480572060,33,320.0
1480572060,34,240.0
1480572060,35,380.0
1480572060,36,320.0
1480572060,37,260.0
1480572060,38,500.0
1480572060,39,300.0
1480572060,40,240.0
1480572060,41,320.0
1480572060,43,400.0
1480572060,44,288.0
1480572060,46,290.0
1480572060,48,90.0
1480572060,49,70.0
1480572060,50,132.0
1480572060,51,130.0
1480572060,52,120.0
1480572060,53,120.0
1480572060,54,120.0
1480572060,55,160.0
1480572060,56,130.0
1480572060,57,130.0
1480572060,58,130.0
1480572060,59,150.0
1480572060,60,190.0
1480572060,61,160.0
1480575660,1,270.0
1480575660,2,360.0
1480575660,3,300.0
1480575660,4,456.0
1480575660,5,420.0
1480575660,6,276.0
1480575660,7,160.0
1480575660,8,300.0
1480575660,9,420.0
1480575660,11,156.0
1480575660,12,240.0
1480575660,13,225.0
1480575660,14,396.0
1480575660,15,405.0
1480575660,16,345.0
1480575660,17,135.0
1480575660,18,252.0
1480575660,19,435.0
1480575660,20,375.0
1480575660,21,255.0
1480575660,22,405.0
1480575660,23,135.0
1480575660,24,120.0
1480575660,25,216.0
1480575660,26,380.0
1480575660,27,270.0
1480575660,28,300.0
1480575660,29,135.0
1480575660,32,480.0
1480575660,33,90.0
1480575660,34,90.0
1480575660,35,90.0
1480575660,36,390.0
1480575660,37,90.0
1480575660,38,720.0
1480575660,39,60.0
1480575660,40,120.0
1480575660,41,390.0
1480575660,43,720.0
1480575660,44,280.0
1480575660,46,220.0
1480575660,48,60.0
1480575660,49,60.0
1480575660,50,60.0
1480575660,51,130.0
1480575660,52,110.0
1480575660,53,120.0
1480575660,54,150.0
1480575660,55,160.0
1480575660,56,140.0
1480575660,57,130.0
1480575660,58,150.0
1480575660,59,170.0
1480575660,60,130.0
1480575660,61,220.0
1480579260,1,324.0
1480579260,2,500.0
1480579260,3,150.0
1480579260,4,440.0
1480579260,5,490.0
1480579260,6,240.0
1480579260,7,120.0
1480579260,8,240.0
1480579260,9,360.0
1480579260,11,144.0
1480579260,12,120.0
1480579260,13,120.0
1480579260,14,470.0
1480579260,15,380.0
1480579260,16,460.0
1480579260,17,130.0
1480579260,18,450.0
1480579260,19,460.0
1480579260,20,450.0
1480579260,21,280.0
1480579260,22,390.0
1480579260,23,180.0
1480579260,24,240.0
1480579260,25,280.0
1480579260,26,255.0
1480579260,27,375.0
1480579260,28,300.0
1480579260,29,120.0
1480579260,32,180.0
1480579260,33,210.0
1480579260,35,450.0
1480579260,36,210.0
1480579260,37,120.0
1480579260,38,660.0
1480579260,39,120.0
1480579260,40,180.0
1480579260,41,180.0
1480579260,43,600.0
1480579260,44,210.0
1480579260,46,190.0
1480579260,48,84.0
1480579260,49,30.0
1480579260,50,80.0
1480579260,51,70.0
1480579260,52,80.0
1480579260,53,70.0
1480579260,54,90.0
1480579260,55,70.0
1480579260,56,60.0
1480579260,57,80.0
1480579260,58,80.0
1480579260,59,70.0
1480579260,60,70.0
1480579260,61,240.0
1480582860,1,210.0
1480582860,2,345.0
1480582860,3,195.0
1480582860,4,210.0
1480582860,5,480.0
1480582860,6,348.0
1480582860,7,180.0
1480582860,8,384.0
1480582860,9,420.0
1480582860,11,90.0
1480582860,12,105.0
1480582860,13,165.0
1480582860,14,540.0
1480582860,15,300.0
1480582860,16,285.0
1480582860,17,180.0
1480582860,18,300.0
1480582860,19,375.0
1480582860,20,450.0
1480582860,21,225.0
1480582860,22,360.0
1480582860,23,200.0
1480582860,24,135.0
1480582860,25,150.0
1480582860,26,228.0
1480582860,27,384.0
1480582860,28,390.0
1480582860,29,195.0
1480582860,32,330.0
1480582860,33,420.0
1480582860,34,60.0
1480582860,35,330.0
1480582860,36,420.0
1480582860,37,240.0
1480582860,38,360.0
1480582860,39,270.0
1480582860,40,240.0
